paper,idstudy,pub_year,pub_year_dif,published,top,cite_google,lnycite,idcoeff,frisch,se,ftest,no_obs,est_per_study,byproduct,start,end,timespan,ln_timespan,daily,monthly,quarterly,annual,biannual,female,male,malefemale,married,single,wealth,industry,indivlab,usa,pooled_crosec,panel,macro,micro,quasi_exp,empr,ols,probit,nonpar_sim,2sls_iv,quantile,prime,nearretirement,ratio_wage,margin,source_member,tstat,lnpubyear,ols_mle,other,source_study_id
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,1,0.681,0.189,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,2,0.594,0.155,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,3,0.528,0.142,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,4,0.653,0.178,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,5,0.697,0.189,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,6,0.958,0.267,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,7,0.871,0.221,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,8,0.85,0.165,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,9,0.976,0.281,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,10,0.961,0.271,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,11,0.58,0.16,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,12,0.68,0.19,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,13,0.59,0.15,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,14,0.88,0.23,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,15,0.96,0.27,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,16,0.87,0.22,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,17,0.586,0.165,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,18,0.553,0.164,,5441.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,19,0.681,0.202,,6433.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,20,0.613,0.187,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,21,0.69,0.19,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,22,1.032,0.347,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,23,0.94,0.258,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,24,1.01,0.303,,5441.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,25,0.929,0.255,,6433.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Blundell et al. (2016b),20,2016.0,,1,1,591,4.302374475726262,26,0.965,0.266,,7295.0,26,0,1999,2009,11,2.3978952727983707,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,1,1,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,23
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,1,0.67,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,2,0.69,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,3,0.68,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,4,0.67,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,5,0.85,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,6,0.79,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,7,0.84,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,8,0.71,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,9,0.67,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,10,0.69,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,11,0.7,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,12,0.67,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,13,0.86,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,14,0.71,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,15,0.85,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,16,0.72,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,17,0.66,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,18,0.68,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,19,0.67,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,20,0.66,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,21,0.81,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,22,0.89,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,23,0.81,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Erosa et al. (2016),21,2016.0,,1,1,128,2.772588722239781,24,0.7,,,30.0,24,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,24
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,1,0.57,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,2,0.51,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,3,0.48,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,4,0.51,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,1,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,5,0.58,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,1,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,6,0.56,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,7,0.51,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,8,0.5,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,9,0.49,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,10,0.53,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,11,0.75,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,12,0.77,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,13,0.7,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,14,0.73,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,1,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,15,0.74,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,1,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,16,0.7,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,17,0.75,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,18,0.73,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,19,0.74,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Karabarbounis (2016),22,2016.0,,1,0,37,1.5314763709643886,20,0.74,,,21000.0,20,1,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,1,0,,0,0,1,0,1,1,0,0,0,,,1,0,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,25
Keane & Wasi (2016),23,2016.0,,1,0,54,1.9095425048844386,1,0.927,,,74.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,1,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,26
Keane & Wasi (2016),23,2016.0,,1,0,54,1.9095425048844386,2,0.395,,,74.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,1,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,26
Keane & Wasi (2016),23,2016.0,,1,0,54,1.9095425048844386,3,0.611,,,74.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0,1,,,1,0,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,26
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,1,0.34,0.11,13.7,9985.0,20,0,1968,1981,14,2.6390573296152584,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,2,0.2,0.09,21.34,24380.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,3,0.23,0.1,18.83,24380.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,4,0.23,0.09,23.18,27880.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,5,0.53,0.17,5.32,9985.0,20,0,1968,1981,14,2.6390573296152584,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,6,0.2,0.09,17.34,24380.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,7,0.23,0.1,14.59,24380.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,8,0.22,0.09,16.96,27880.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,9,0.35,0.08,23.86,49178.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,10,0.29,0.08,23.11,64259.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,0,1,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,11,0.55,0.15,21.22,87910.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,12,0.93,0.11,34.07,104348.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,13,0.32,0.08,23.92,49178.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,14,0.26,0.09,27.89,64259.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,0,1,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,15,0.55,0.14,25.11,87910.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,1,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
Peterman (2016),25,2016.0,,1,0,207,3.253277251585533,16,0.91,0.1,36.41,104348.0,20,0,1968,1997,30,3.4011973816621555,0,0,0,1,0,0,1,0,1,0,,0,0,1,0,1,0,1,0,1,,,0,1,,0,0,1,intensive,data_intensive.xlsx,,3.58351893845611,0.0,0.0,27
