Obs,ID Study,No_Eq,Study,DepVar,GDP,GDPpc,rGDP,rGDPpc,PerCap,RealGDP,Other,Growth,Log_trans,COEF_L,SE_L,COEF_S,SE_S,N,T,Sample,Rem,Rempc,RemofGDP,Growth_Rem,Log_Rem,AID,FDI,OPEN,FD,INS,OLS,FMOLS,IV,Panel,FE,RE,GMM,TS,ARDL,ECM,Cross,Start,End,Length,Variables,DF,Endogen,Year,Homogen,Single,EUR,EAP,SA,LAC,MENA,SSA,ROW,MI,LI,LMI,UMI,IT,Lags,Pub,RY,Citat,IF,Comment,TSTAT_L,TSTAT_S
216,46,1,"Imai K.S., Gaiha R., Thapa G., Annim S.K. (2013)",2,0,1,0,0,1,0,0,0,1,-0.00348,0.00152,,,9,50,259,0,0,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1960,2010,1.0,9,250,1,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2010,7,0.039,,-2.289473684210526,
217,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,0.06289000000000011,1.394676600524589,,,36,18,472,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,464,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Credit,0.04509289105183587,
218,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,0.3950600000000002,1.6342375295259537,,,36,18,472,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,464,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Credit,0.241739644857254,
219,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,0.4486500000000002,1.8147669749416808,,,36,18,430,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,422,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Credit,0.24722182307423685,
220,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,-0.11067000000000027,1.0021710747505856,,,36,18,468,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,460,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Assets,-0.11043024767756658,
221,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,0.17879,1.1687013297340223,,,36,18,468,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,460,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Assets,0.15298177169071053,
222,47,6,Lartey E.K.K. (2013),2,0,1,0,0,1,0,0,1,0,0.2129500000000002,1.3825083503675057,,,36,18,426,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1990,2008,1.0,8,418,1,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,57,0.0,IT: Assets,0.15403161937025023,
223,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,0.0811,0.013295081967213117,,,11,40,325,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1970,2010,1.0,4,321,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,"TFP as dep var, Mexico led cluster",6.1,
224,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,-0.1307,0.018997093023255817,,,10,40,312,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1970,2010,1.0,4,308,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,"TFP as dep var, Brazil led cluster",-6.879999999999999,
225,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,0.0607,0.01663013698630137,,,21,40,637,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1970,2010,1.0,4,633,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,TFP as dep var,3.6499999999999995,
226,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,,,0.0568,0.00891679748822606,11,40,325,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1970,2010,1.0,4,321,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,"TFP as dep var, Mexico led cluster",,6.370000000000001
227,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,,,-0.1363,0.012493125572868928,10,40,312,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1970,2010,1.0,4,308,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,"TFP as dep var, Brazil led cluster",,-10.91
228,48,6,Kumar R.R. (2013),5,0,0,0,0,0,0,0,1,1,,,-0.0281,0.007871148459383755,21,40,637,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1970,2010,1.0,4,633,1,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,4,0.0,TFP as dep var,,-3.5699999999999994
229,49,2,Kumar R.R. (2013) Nr 2,5,0,0,0,0,0,0,0,1,1,0.0303,0.00946490488239153,,,1,28,28,0,0,1,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1982,2010,1.0,4,24,1,2013,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2012,28,0.107,TFP as dep var,3.2013,
230,49,2,Kumar R.R. (2013) Nr 2,5,0,0,0,0,0,0,0,1,1,,,0.0293,0.008873410054512417,1,28,28,0,0,1,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1982,2010,1.0,4,24,1,2013,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2012,28,0.107,TFP as dep var,,3.3019999999999996
231,50,2,"Azam M., Hassan S., Khairuzzaman (2013)",2,0,1,0,0,1,0,0,0,1,0.297,0.02580140734949179,,,5,27,135,1,0,0,0.0,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1985,2011,1.0,3,132,0,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,7,0.0,,11.511,
232,50,2,"Azam M., Hassan S., Khairuzzaman (2013)",2,0,1,0,0,1,0,0,0,1,0.245,0.03109531666455134,,,5,27,135,1,0,0,0.0,1.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1985,2011,1.0,3,132,0,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,7,0.0,,7.879,
233,51,4,Ramirez M.D. (2013),4,0,0,0,1,1,1,0,1,1,0.01,0.002207505518763797,,,10,17,170,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1990,2007,1.0,5,165,1,2013,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2013,31,0.012,,4.53,
234,51,4,Ramirez M.D. (2013),4,0,0,0,1,1,1,0,1,1,0.01,0.002207505518763797,,,8,17,136,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1990,2007,1.0,5,131,1,2013,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2013,31,0.012,,4.53,
235,51,4,Ramirez M.D. (2013),4,0,0,0,1,1,1,0,1,1,0.01,0.003690036900369004,,,8,17,136,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1990,2007,1.0,6,130,1,2013,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2013,31,0.012,,2.71,
236,51,4,Ramirez M.D. (2013),4,0,0,0,1,1,1,0,1,1,0.01,0.005555555555555556,,,13,17,221,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1990,2007,1.0,5,216,1,2013,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2013,31,0.012,,1.8,
237,52,2,"Tchantchane A., Rodrigues G., Fortes P.C. (2013)",3,0,0,1,0,0,1,0,1,0,0.35,0.15909090909090906,,,1,25,25,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1984,2009,1.0,3,22,1,2013,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2013,5,0.009,,2.2,
238,52,2,"Tchantchane A., Rodrigues G., Fortes P.C. (2013)",3,0,0,1,0,0,1,0,1,0,,,0.311,0.15786802030456853,1,25,25,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1984,2009,1.0,3,22,1,2013,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2013,5,0.009,,,1.97
239,53,3,Agbola F.W. (2013),2,0,1,0,0,1,0,0,0,1,0.048,0.013050570962479609,,,1,43,43,1,0,0,0.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1965,2008,1.0,11,32,1,2013,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,30,0.055,,3.678,
240,53,3,Agbola F.W. (2013),2,0,1,0,0,1,0,0,0,1,0.076,0.010616007822321553,,,1,43,43,1,0,0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1965,2008,1.0,11,32,1,2013,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,30,0.055,,7.159,
241,53,3,Agbola F.W. (2013),2,0,1,0,0,1,0,0,0,1,0.047,0.012730227518959913,,,1,43,43,1,0,0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1965,2008,1.0,10,33,1,2013,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,30,0.055,,3.692,
242,54,4,"Nsiah C., Fayissa B. (2013)",4,0,0,0,1,1,1,0,0,1,0.0125,0.0053,,,64,22,1408,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1985,2007,1.0,4,1404,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,36,0.03,,2.358490566037736,
243,54,4,"Nsiah C., Fayissa B. (2013)",4,0,0,0,1,1,1,0,0,1,0.0102,0.53,,,29,22,638,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1985,2007,1.0,4,634,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,36,0.03,Africa,0.019245283018867926,
244,54,4,"Nsiah C., Fayissa B. (2013)",4,0,0,0,1,1,1,0,0,1,0.1561,0.0209,,,14,22,308,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1985,2007,1.0,4,304,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,36,0.03,Asia,7.4688995215311005,
245,54,4,"Nsiah C., Fayissa B. (2013)",4,0,0,0,1,1,1,0,0,1,0.0286,0.0049,,,21,22,462,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1985,2007,1.0,4,458,1,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,36,0.03,LAC,5.836734693877552,
246,55,4,Strielkowski W. (2013),2,0,1,0,0,1,0,0,1,1,0.337,0.1882576392380314,,,4,50,200,0,0,1,0.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,2010,1.0,6,194,1,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,3,0.007,"SUR, Bangladesh. NoSE or t-stat",1.7901,
247,55,4,Strielkowski W. (2013),2,0,1,0,0,1,0,0,1,1,0.567,0.2593541304546702,,,4,50,200,0,0,1,0.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,2010,1.0,6,194,1,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,3,0.007,"SUR, India No SE or t-stat",2.1862,
248,55,4,Strielkowski W. (2013),2,0,1,0,0,1,0,0,1,1,0.244,0.13630523434445002,,,4,50,200,0,0,1,0.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,2010,1.0,6,194,1,2013,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2013,3,0.007,"SUR, Nepal No SE or t-stat",1.7901,
249,55,4,Strielkowski W. (2013),2,0,1,0,0,1,0,0,1,1,0.672,0.307382673131461,,,4,50,200,0,0,1,0.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,2010,1.0,6,194,1,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2013,3,0.007,"SUR, Sri Lanka No SE or t-stat",2.1862,
250,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,4.383,2.3700859784783432,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,1.8493,
251,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,2.946,4.868616757560734,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,0.6051,
252,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,3.907,2.112691288595685,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,1.8493,
253,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,4.872,2.6345103552695615,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,1.8493,
254,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,6.12,2.6766969909027294,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,2.2864,
255,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,4.412,2.3857675877359,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,1.8493000000000002,
256,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,-0.639,1.05602379771939,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,-0.6050999999999973,
257,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,0.596,0.3207922923731094,,,1,30,30,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,25,0,2013,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,1.8579,
258,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,-0.742,1.21799080761655,,,1,23,23,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,18,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,-0.6091999999999982,
259,56,10,"Stojanov R., Strielkowski W., Kowalska K. (2013)",2,0,1,0,0,1,0,0,1,1,-0.5046,0.220696291112666,,,1,33,33,0,0,1,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1979,2011,1.0,5,28,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,2,0.0,Global remittances. No SE or t-stat. To be requested. Difference in eq is data source,-2.286400000000002,
260,57,2,"Driffield N., Jones C. (2013)",2,0,1,0,0,1,0,0,1,0,0.06628657,0.01957034930439669,,,26,23,602,0,0,1,0.0,0.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1984,2007,1.0,17,585,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,74,0.032,IT: HDI. Nr of countries not indicated,3.3870918177790528,
261,57,2,"Driffield N., Jones C. (2013)",2,0,1,0,0,1,0,0,1,0,0.120425,0.05371454644693558,,,26,23,602,0,0,1,0.0,0.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1984,2007,1.0,19,583,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,74,0.032,IT: ICRG. Nr of countries not indicated,2.2419439046919525,
262,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-0.226,0.215,,,50,7,155,0,0,1,0.0,0.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1970,2004,8.0,9,146,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,19,0.039,,-1.0511627906976744,
263,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-1.444,1.042,,,48,7,169,0,0,1,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2004,4.0,9,160,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,19,0.039,,-1.385796545105566,
264,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-0.153,0.3,,,44,7,156,0,0,1,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2004,7.0,9,147,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,19,0.039,,-0.51,
265,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-0.194,0.298,,,44,7,155,0,0,1,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2004,8.0,9,146,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,19,0.039,,-0.651006711409396,
266,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-0.3384035092501396,1.9157097136356673,,,44,7,156,0,0,1,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2004,5.0,9,147,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,19,0.039,IT: Finance,-0.17664654871322416,
267,58,6,Senbeta A. (2013),4,0,0,0,1,1,1,0,1,1,-0.3356189570570547,1.9827214246705995,,,44,7,155,0,0,1,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2004,7.0,9,146,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,19,0.039,IT: Finance,-0.1692718668800449,
268,59,2,"Shera A., Meyer D. (2013)",4,0,0,0,1,1,1,0,0,1,0.1431056,0.0128312,,,21,21,441,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1992,2012,1.0,7,434,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,12,0.0,,11.152939709458197,
269,59,2,"Shera A., Meyer D. (2013)",4,0,0,0,1,1,1,0,0,1,0.1401268,0.0127048,,,21,21,441,1,0,0,0.0,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1992,2012,1.0,7,434,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,12,0.0,,11.029437692840501,
270,60,3,"Mim S.B., Ali M.S.B. (2012)",2,0,1,0,0,1,0,0,1,0,0.081,0.1201780415430267,,,15,29,198,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1980,2009,1.0,8,190,0,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2012,23,0.0,"Paper says robust SE presented, but looks like t stat",0.674,
271,60,3,"Mim S.B., Ali M.S.B. (2012)",2,0,1,0,0,1,0,0,1,0,0.085,0.11440107671601615,,,15,29,198,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1980,2009,1.0,8,190,0,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2012,23,0.0,"Paper says robust SE presented, but looks like t stat",0.743,
272,60,3,"Mim S.B., Ali M.S.B. (2012)",2,0,1,0,0,1,0,0,1,0,0.166,0.075591985428051,,,15,29,198,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1980,2009,1.0,8,190,0,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2012,23,0.0,"Paper says robust SE presented, but looks like t stat",2.196,
273,61,1,"Raimi L., Ogunjirin O.D. (2012)",1,1,0,0,0,0,0,0,0,0,,,-70.61,72.30763,1,36,36,1,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1970,2006,1.0,4,32,0,2012,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,13,0.004,,,-0.9765221180669315
274,62,2,Afaha J.S. (2012),1,1,0,0,0,0,0,0,0,1,-1.27e-06,2.63518280283853e-05,,,1,10,10,1,0,0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2000,2010,1.0,2,8,0,2012,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2012,10,0.0,,-0.04819399999999995,
275,62,2,Afaha J.S. (2012),1,1,0,0,0,0,0,0,0,1,,,1.437648,0.3008872568072633,1,10,10,1,0,0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2000,2010,1.0,2,8,0,2012,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2012,10,0.0,,,4.77802887119577
276,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.023,0.01,,,6,38,159,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,3,156,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.3,
277,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.013,0.006,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,4,141,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.1666666666666665,
278,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.012,0.006,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,6,139,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.0,
279,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.012,0.006,,,6,38,125,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,8,117,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.0,
280,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.2839609734790047,0.049469460744960995,,,6,38,125,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,2008,1.0,11,114,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2012,48,0.254,IT: 3 ITs,5.740126720664308,
281,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.016,0.007,,,6,38,159,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2008,1.0,3,156,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.2857142857142856,
282,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.013,0.007,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2008,1.0,4,141,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,1.857142857142857,
283,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.1,0.004,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2008,1.0,6,139,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,25.0,
284,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.008,0.003,,,6,38,125,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2008,1.0,8,117,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.6666666666666665,
285,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.3206508969893377,0.08167590256809934,,,6,38,125,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2008,1.0,11,114,0,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2012,48,0.254,IT: 3 ITs,3.9258935243719764,
286,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.017,0.007,,,6,38,159,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1970,2008,1.0,3,156,1,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.428571428571429,
287,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.015,0.007,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1970,2008,1.0,4,141,1,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.142857142857143,
288,63,20,Cooray A. (2012),2,0,1,0,0,1,0,0,1,0,0.016,0.008,,,6,38,145,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1970,2008,1.0,6,139,1,2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,48,0.254,,2.0,
