idstudy,idcountry,study,pcc,se_pcc,tstat,estimate,se_estimate,education_choice,education_attainment,education_test,employment_continuous,employment_dummy,employment_categorical,longitudinal_data,crosssectional_data,secondary_education,tertiary_education,male_students,female_students,mixed_gender_students,europe,germany,usa,other_countries,data_year,sample_size,ols_method,matching_method,did_method,panel_method,iv_method,dynamic_model,number_of_variables,ability_control,motivation_control,parental_education_control,age_control,ethnicity_control,publication_year,citations,published_study,impact_factor,low_intensity_employment,medium_intensity_employment,high_intensity_employment,oncampus_employment,parttime_students,twoyear_college,undergraduate_students,minority_students,caucasian_students,homogeneous_subsample,endogeneity_control,selfreported_education,sample_size_full,country,pub_year,mid_year
51,1,Savoca (2016),-0.09022340601591189,0.027761048004895966,-3.25,-0.09,0.02769230769230769,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.817712325956905,7.16703787691222,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,3.643053641908517,0.30637420546391625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1296,USA,2016.2083333333333,2011.5
52,11,Simon et al. (2017),-0.0046824879871770276,0.047297858456333615,-0.099,-0.143,1.4444444444444442,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.11019224561022814,0.04701034369037037,2.344,0.196,0.08361774744027305,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.06250061837724105,0.04720590511876212,1.324,0.479,0.3617824773413897,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.006621627607208085,0.047297340051486315,0.14,0.095,0.6785714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.16867363386866482,0.0466206837669057,-3.618,-5.18,1.4317302377003869,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.09646242652530214,0.047077806991362686,-2.049,-0.819,0.39970717423133234,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.0043443775598607,0.052341898311574694,-0.083,-0.126,1.5180722891566265,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.13362481011149066,0.05187298529172774,-2.576,-3.62,1.40527950310559,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.08019116705581472,0.05217382371881245,-1.537,-1.062,0.6909564085881589,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.006961369488021102,0.05234112397008348,0.133,0.069,0.518796992481203,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.20786822011874134,0.05119906899476389,-4.06,-3.055,0.7524630541871923,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.12566446218206323,0.05192746371159638,2.42,0.548,0.22644628099173555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,5.948034989180646,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,383,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.03771219781896781,0.0473176886059822,-0.797,-1.84,2.3086574654956085,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.04866682688466572,0.0472952642222213,-1.029,-8.28,8.0466472303207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),-0.0468736311180449,0.04729932504343582,-0.991,-8.96,9.041372351160446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.014961358899043813,0.047346072465328515,0.316,0.92,2.911392405063291,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.03090567563807698,0.04732875289138894,0.653,9.29,14.226646248085757,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
52,11,Simon et al. (2017),0.044277417914576886,0.04730493366941974,0.936,11.49,12.275641025641026,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,3.901972669574645,6.139884552226255,0.0,0.0,0.0,0.0,1.0,0.0,2.833213344056216,0.0,0.0,1.0,1.0,1.0,3.6710124522855136,0.7419373447294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,464,Spain,2017.2916666666667,2015.5
53,1,Singh et al. (2007),-0.09969784400237379,0.025454768681457136,-3.9166666666666665,-0.047,0.012,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.58351893845611,7.344072850573066,1.0,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,0.0,1.0,1.0,0.0,0.0,3.391427590066348,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1547,USA,2007.7083333333333,2002.0
54,12,Sprietsma (2015),0.09475367674402453,0.025841911839279415,3.666666666666667,0.11,0.03,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.0777713771047819,0.02592379236826063,3.0,0.09,0.03,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.06929069418092894,0.02598401031784835,2.666666666666667,0.08,0.03,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.12249909122808365,0.02578928236380709,4.75,0.19,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.051899929610768204,0.0259499648053841,2.0,0.08,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.07256613914298843,0.025916478265353007,2.8000000000000003,0.14,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.025976216673306556,0.025976216673306556,1.0,0.05,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.062347968638854966,0.02597832026618957,2.4,0.12,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03901371573204352,0.026009143821362348,1.5,0.06,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.07268829704336809,0.02596010608691717,2.8000000000000003,0.14,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03901371573204352,0.026009143821362348,1.5,0.06,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.05726681666911216,0.026030371213232803,2.1999999999999997,0.11,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03907986314429578,0.02605324209619719,1.5,0.06,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.07281107395025357,0.02600395498223342,2.8000000000000003,0.14,0.05,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.045580606507957325,0.0260460608616899,1.7500000000000002,0.07,0.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.306531398939505,1.0,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1490,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.006567445082740746,0.026269780330962986,0.25,0.04,0.16,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.29776828253138,0.0,0.0,0.0,0.0,1.0,0.0,3.295836866004329,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1477,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.010869846149524168,0.026268794861350073,0.41379310344827586,0.12,0.29,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.29776828253138,0.0,0.0,0.0,0.0,1.0,0.0,3.295836866004329,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1477,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.05054974113533403,0.02757258607381856,1.8333333333333335,0.11,0.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.13674274718610485,0.027348549437220974,5.0,0.25,0.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03311129197465671,0.027592743312213928,1.2,0.06,0.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),-0.055131784641997125,0.027565892320998563,-2.0,-0.12,0.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.024839426891482747,0.02759936321275861,0.8999999999999999,0.09,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.09423438014641304,0.027485027542703808,3.428571428571428,0.24,0.07,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03682766649655188,0.027620749872413905,1.3333333333333335,0.08,0.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.09901325628708754,0.027503682301968764,3.5999999999999996,0.18,0.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.03314917127071823,0.027624309392265196,1.2,0.06,0.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),-0.01842320574629457,0.027634808619441852,-0.6666666666666667,-0.04,0.06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.019344029547264992,0.027634327924664276,0.7000000000000001,0.07,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
54,12,Sprietsma (2015),0.10212425112186382,0.027494990686655646,3.714285714285714,0.26,0.07,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,3.7954891891721947,7.187657164114956,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.0,0.0,1.0,0.0,1.0,3.6364890669120107,0.4054651081081481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323,Germany,2015.9583333333333,2010.5
55,1,Staff & Mortimer (2007),0.09690324929395801,0.0365630315623036,2.6503067484662575,0.864,0.326,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.3843902633457743,6.63200177739563,1.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.0,1.0,1.0,0.0,1.0,3.377303061462722,2.491137199538642,1.0,1.953,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,759,USA,2007.2916666666667,1995.5
