A,idstudy,label,study,idcoeff,sigma,se,t,viadelta,preferred,byproduct,crosssec,timeser,panel,nobs,midpoint,time_span,cross_units,annual,quart,firmdata,inddata,stadata,coudata,country,idcountry,country_US,country_Eur,country_Eur_noUK,country_UK,develop,ind_primary,ind_second,ind_tertiary,ind_disagg,ind_materials,ind_industrials,ind_consumer,ind_services,database_ASM_CM,database_OECD,database_jorgenson,e_sys_cesfoc,e_sys_2foc,e_cesnonlin,e_ceslinapprox,e_foc_k_r,e_foc_l_w,e_foc_kl_rw,e_foc_k_share,e_foc_l_share,e_foc_kl_share,e_focrev_k_r,e_focrev_l_w,e_focrev_kl_rw,e_focrev_k_share,e_focrev_l_share,e_focrev_kl_share,cerest,cerest2,norm,twolevel,partialsig,UCE,est_dynamic,est_nonlin,est_sur,identif,diff,timefe,unitfe,shortrun_expl,longrun_expl,longrun_unadj,pfoth,pfhum,pflatc,pfcatc,pftfp,pfskill,VES,tcconst,tcother,nocrs,nofullcomp,capacadj,w_nominal,w_direct,l_hours,l_years,l_numwork,l_numwork_fte,l_force,r_ucc,r_ucctax,r_quasi,r_other,r_nom,r_gross,k_it,k_equip,k_struct,k_resincl,k_services,k_perpet,k_index,y_index,y_other,qualadjust,selfempl,grosssigma,top,pubyear,impact,citations
2792,37,Daniels1969,Daniels (1969),1,0.7506,0.0819,,0,0.0,0.5,1,0,0,32.0,1958.0,1,32,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2793,37,Daniels1969,Daniels (1969),2,1.3517,0.2326,,0,0.0,0.5,1,0,0,31.0,1958.0,1,31,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2794,37,Daniels1969,Daniels (1969),3,1.4956,0.2144,,0,0.0,0.5,1,0,0,13.0,1958.0,1,13,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2795,37,Daniels1969,Daniels (1969),4,1.0151,0.0738,,0,0.0,0.5,1,0,0,37.0,1958.0,1,37,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2796,37,Daniels1969,Daniels (1969),5,0.7883,0.1453,,0,0.0,0.5,1,0,0,54.0,1958.0,1,54,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2797,37,Daniels1969,Daniels (1969),6,0.864,0.0845,,0,0.0,0.5,1,0,0,50.0,1958.0,1,50,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2798,37,Daniels1969,Daniels (1969),7,0.8025,0.1651,,0,0.0,0.5,1,0,0,25.0,1958.0,1,25,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2799,37,Daniels1969,Daniels (1969),8,1.3394,0.1592,,0,0.0,0.5,1,0,0,22.0,1958.0,1,22,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2800,37,Daniels1969,Daniels (1969),9,0.8209,0.0781,,0,0.0,0.5,1,0,0,48.0,1958.0,1,48,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2801,37,Daniels1969,Daniels (1969),10,0.5334,0.1019,,0,0.0,0.5,1,0,0,43.0,1958.0,1,43,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2802,37,Daniels1969,Daniels (1969),11,1.3074,0.1304,,0,0.0,0.5,1,0,0,18.0,1958.0,1,18,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2803,37,Daniels1969,Daniels (1969),12,1.0918,0.1134,,0,0.0,0.5,1,0,0,41.0,1958.0,1,41,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2804,37,Daniels1969,Daniels (1969),13,1.1151,0.0682,,0,0.0,0.5,1,0,0,50.0,1958.0,1,50,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2805,37,Daniels1969,Daniels (1969),14,1.8023,0.3851,,0,0.0,0.5,1,0,0,18.0,1958.0,1,18,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2806,37,Daniels1969,Daniels (1969),15,0.9708,0.182,,0,0.0,0.5,1,0,0,23.0,1958.0,1,23,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2807,37,Daniels1969,Daniels (1969),16,0.3826,0.1624,,0,0.0,0.5,1,0,0,33.0,1958.0,1,33,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2808,37,Daniels1969,Daniels (1969),17,0.4695,0.1059,,0,0.0,0.5,1,0,0,24.0,1958.0,1,24,1,0,0,0,1,0,developing,102,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1969,2.167,0.8
2809,45,Easterly1995,Easterly and Fischer (1995),1,0.37,0.03775510204081632,9.8,0,0.0,1.0,0,1,0,38.0,1968.5,38,1,1,0,0,0,0,1,Russia,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,1995,0.452,11.333333333333334
2810,45,Easterly1995,Easterly and Fischer (1995),2,0.21,0.06774193548387096,3.1,0,0.0,1.0,0,1,0,38.0,1968.5,38,1,1,0,0,1,0,0,Russia,80,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1995,0.452,11.333333333333334
2811,46,Eisner1967,Eisner (1967),1,1.5144631228229593,0.11238632896914283,,1,-1.0,1.0,0,0,1,609.0,1958.5,8,77,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2812,46,Eisner1967,Eisner (1967),2,1.3412017167381973,0.5846171646189835,,1,0.0,1.0,0,0,1,609.0,1958.5,8,77,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2813,46,Eisner1967,Eisner (1967),3,1.6051364365971108,0.041223407681466734,,1,0.0,1.0,0,0,1,646.0,1958.5,8,81,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2814,46,Eisner1967,Eisner (1967),4,1.5503875968992247,0.04807403401237906,,1,0.0,1.0,0,0,1,644.0,1958.5,8,81,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2815,46,Eisner1967,Eisner (1967),5,1.6025641025641026,0.041091387245233396,,1,0.0,1.0,0,0,1,646.0,1958.5,8,81,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2816,46,Eisner1967,Eisner (1967),6,1.597444089456869,0.04082924190305096,,1,0.0,1.0,0,0,1,609.0,1958.5,8,77,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2817,46,Eisner1967,Eisner (1967),7,1.3966480446927374,0.2457788458537499,,1,0.0,1.0,0,0,1,34.0,1958.5,8,5,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2818,46,Eisner1967,Eisner (1967),8,1.6286644951140066,0.1591528822586977,,1,0.0,1.0,0,0,1,34.0,1958.5,8,5,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2819,46,Eisner1967,Eisner (1967),9,1.6313213703099512,0.15701135538056626,,1,0.0,1.0,0,0,1,34.0,1958.5,8,5,1,0,0,1,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,1967,0.0,0.4230769230769231
2820,50,Ellis2004,Ellis and Price(2004),1,0.44,0.03,,0,0.0,0.5,0,1,0,121.0,1986.5,30,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0,2004,0.104,1.6
2821,29,Chirinko1999,Chirinko et al. (1999),1,0.721,0.054,,0,-1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2822,29,Chirinko1999,Chirinko et al. (1999),2,0.538,0.117,,0,-1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2823,29,Chirinko1999,Chirinko et al. (1999),3,0.502,0.053,,0,-1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2824,29,Chirinko1999,Chirinko et al. (1999),4,0.421,0.114,,0,-1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2825,29,Chirinko1999,Chirinko et al. (1999),5,0.254,0.14,,0,-1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2826,29,Chirinko1999,Chirinko et al. (1999),6,0.06,0.228,,0,0.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2827,29,Chirinko1999,Chirinko et al. (1999),7,0.557,0.157,,0,0.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2828,29,Chirinko1999,Chirinko et al. (1999),8,0.218,0.046,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2829,29,Chirinko1999,Chirinko et al. (1999),9,0.241,0.075,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2830,29,Chirinko1999,Chirinko et al. (1999),10,0.26,0.046,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2831,29,Chirinko1999,Chirinko et al. (1999),11,0.207,0.026,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2832,29,Chirinko1999,Chirinko et al. (1999),12,0.239,0.06,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2833,29,Chirinko1999,Chirinko et al. (1999),13,0.249,0.032,,0,1.0,0.0,0,0,1,26071.0,1986.0,11,2371,1,0,1,0,0,0,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1999,1.114,21.75
2834,36,Cummins1992,Cummins and Hasset (1992),1,0.265,0.11228813559322035,2.36,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2835,36,Cummins1992,Cummins and Hasset (1992),2,0.265,0.11181434599156118,2.37,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2836,36,Cummins1992,Cummins and Hasset (1992),3,0.3125,0.15625,2.0,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2837,36,Cummins1992,Cummins and Hasset (1992),4,0.3325,0.15537383177570094,2.14,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2838,36,Cummins1992,Cummins and Hasset (1992),5,0.14375,0.06039915966386555,2.38,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2839,36,Cummins1992,Cummins and Hasset (1992),6,0.146,0.06666666666666667,2.19,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
2840,36,Cummins1992,Cummins and Hasset (1992),7,0.178,0.07478991596638655,2.38,0,0.0,0.5,0,0,1,11000.0,1977.5,16,688,1,0,1,0,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,1,0,1992,0.311,3.5185185185185186
