label,country,studyid,estimateid,numberofestimates,invnoest,publicationyear,published,numberofcitations,numberofyears,citations,impact,incomeelasticity,tvalue,standarderror,inverseofstandarderror,longrun,average,marginal,otherprice,differencevariable,discretecontinuous,decreasing,increasing,flat,notavailable,firstyearofdependentvariable,lastyearofdependentvariable,midyear,daily,monthly,quarterly,annual,crosssection,timeseries,paneldata,householddata,aggregatedata,lagged,evaporation,householdsize,populationdensity,temperature,rainfall,ovb,iv,paneltechnique,otherestimator,developed,us,europe,otherlocation,reference
Statzu & Strazzera (2009),Europe,41,2,5,0.2,2009,0,5,7,0.71428571,0.0,0.106,1.61,0.06583851,15.188679,0,1,0,0,0,0,0,1,0,0,2000,2005,2002.5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,"Statzu, V. & E. Strazzera (2009): ""Water demand for residential uses in a mediterranean region: Econometric analysis and policy implications."" Working paper, University of Cagliari."
Statzu & Strazzera (2009),Europe,41,3,5,0.2,2009,0,5,7,0.71428571,0.0,0.119,2.56,0.04648438,21.512605,0,1,0,0,0,0,0,1,0,0,2000,2005,2002.5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,"Statzu, V. & E. Strazzera (2009): ""Water demand for residential uses in a mediterranean region: Econometric analysis and policy implications."" Working paper, University of Cagliari."
Statzu & Strazzera (2009),Europe,41,4,5,0.2,2009,0,5,7,0.71428571,0.0,0.12,1.89,0.06349206,15.75,0,1,0,0,0,0,0,1,0,0,2000,2005,2002.5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,"Statzu, V. & E. Strazzera (2009): ""Water demand for residential uses in a mediterranean region: Econometric analysis and policy implications."" Working paper, University of Cagliari."
Statzu & Strazzera (2009),Europe,41,5,5,0.2,2009,0,5,7,0.71428571,0.0,0.106,3.54,0.0299435,33.396226,0,1,0,0,0,0,0,1,0,0,2000,2005,2002.5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,"Statzu, V. & E. Strazzera (2009): ""Water demand for residential uses in a mediterranean region: Econometric analysis and policy implications."" Working paper, University of Cagliari."
Schleich & Hillenbrand (2009),Europe,42,1,8,0.125,2009,1,171,7,24.428571,0.079,0.241,3.3943662,0.071,14.084507,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,2,8,0.125,2009,1,171,7,24.428571,0.079,0.314,3.7380952,0.084,11.904762,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,3,8,0.125,2009,1,171,7,24.428571,0.079,0.685,2.7903224,0.24549134,4.0734634,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,4,8,0.125,2009,1,171,7,24.428571,0.079,0.815,2.9724538,0.27418424,3.6471826,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,5,8,0.125,2009,1,171,7,24.428571,0.079,0.248,3.5942029,0.069,14.492754,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,6,8,0.125,2009,1,171,7,24.428571,0.079,0.324,4.0,0.081,12.345679,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,7,8,0.125,2009,1,171,7,24.428571,0.079,0.684,2.7927441,0.2449204,4.0829593,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Schleich & Hillenbrand (2009),Europe,42,8,8,0.125,2009,1,171,7,24.428571,0.079,0.781,2.9826981,0.26184347,3.8190756,1,1,0,0,0,0,0,0,0,1,2003,2003,2003.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,"Schleich, J. & T. Hillenbrand (2009): ""Determinants of residential water demand in Germany."" Ecological economics 68(6): pp. 1756--1769."
Bartczak et al. (2009),Europe,43,1,2,0.5,2009,1,11,7,1.5714286,0.0,0.117,2.0892857,0.056,17.857143,0,0,0,1,0,0,0,0,1,0,2001,2005,2003.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bartczak, A., A. Kopanska, & J. Raczka (2009): ""Residential water demand in a transition economy: Evidence from Poland."" Water Science and Technology: Water Supply 9(5): pp. 509--516."
Bartczak et al. (2009),Europe,43,2,2,0.5,2009,1,11,7,1.5714286,0.0,0.159,1.8928571,0.084,11.904762,0,0,0,1,0,0,0,0,1,0,2001,2005,2003.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bartczak, A., A. Kopanska, & J. Raczka (2009): ""Residential water demand in a transition economy: Evidence from Poland."" Water Science and Technology: Water Supply 9(5): pp. 509--516."
Nauges & van den Berg (2009),Other,44,1,4,0.25,2009,1,33,7,4.7142857,0.204,-0.0628,-0.69315673,0.0906,11.037528,0,0,1,0,0,0,0,1,0,0,2003,2004,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Nauges, C. & C. Van Den Berg (2009): ""Demand for piped and non-piped water supply services: Evidence from southwest Sri Lanka."" Environmental and Resource Economics 42(4): pp. 535--549."
Nauges & van den Berg (2009),Other,44,2,4,0.25,2009,1,33,7,4.7142857,0.204,0.01375,0.30286344,0.0454,22.026432,0,0,1,0,0,0,0,1,0,0,2003,2004,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Nauges, C. & C. Van Den Berg (2009): ""Demand for piped and non-piped water supply services: Evidence from southwest Sri Lanka."" Environmental and Resource Economics 42(4): pp. 535--549."
Nauges & van den Berg (2009),Other,44,3,4,0.25,2009,1,33,7,4.7142857,0.204,0.1916,2.0624327,0.0929,10.764263,0,0,1,0,0,0,0,1,0,0,2003,2004,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Nauges, C. & C. Van Den Berg (2009): ""Demand for piped and non-piped water supply services: Evidence from southwest Sri Lanka."" Environmental and Resource Economics 42(4): pp. 535--549."
Nauges & van den Berg (2009),Other,44,4,4,0.25,2009,1,33,7,4.7142857,0.204,0.2247,2.3069815,0.0974,10.26694,0,0,1,0,0,0,0,1,0,0,2003,2004,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Nauges, C. & C. Van Den Berg (2009): ""Demand for piped and non-piped water supply services: Evidence from southwest Sri Lanka."" Environmental and Resource Economics 42(4): pp. 535--549."
Olmstead (2009),US,45,1,3,0.3333333333333333,2009,1,34,7,4.8571429,0.875,0.161,3.9268293,0.041,24.390244,0,0,1,0,0,0,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,"Olmstead, S. M. (2009): ""Reduced-form versus structural models of water demand under nonlinear prices."" Journal of Business & Economic Statistics 27(1): pp. 84--94."
Olmstead (2009),US,45,2,3,0.3333333333333333,2009,1,34,7,4.8571429,0.875,0.683,1.4945295,0.457,2.1881838,0,0,1,0,0,0,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,"Olmstead, S. M. (2009): ""Reduced-form versus structural models of water demand under nonlinear prices."" Journal of Business & Economic Statistics 27(1): pp. 84--94."
Olmstead (2009),US,45,3,3,0.3333333333333333,2009,1,34,7,4.8571429,0.875,0.1959,12.018405,0.0163,61.349693,0,0,1,0,0,1,0,1,0,0,1995,1996,1995.5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,"Olmstead, S. M. (2009): ""Reduced-form versus structural models of water demand under nonlinear prices."" Journal of Business & Economic Statistics 27(1): pp. 84--94."
Strong & Smith (2010),US,46,1,2,0.5,2010,1,17,6,2.8333333,0.13,-0.0283,-0.713,0.03969144,25.194346,1,0,1,0,0,1,0,1,0,0,2005,2005,2005.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,"Strong, A. & V. K. Smith (2010): ""Reconsidering the economics of demand analysis with kinked budget constraints."" Land Economics 86(1): pp. 173--190."
Strong & Smith (2010),US,46,2,2,0.5,2010,1,17,6,2.8333333,0.13,-0.0043,-0.107,0.04018692,24.883721,1,0,1,0,0,1,0,1,0,0,2005,2005,2005.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,"Strong, A. & V. K. Smith (2010): ""Reconsidering the economics of demand analysis with kinked budget constraints."" Land Economics 86(1): pp. 173--190."
Al-Najjar et al. (2011),Other,47,1,2,0.5,2011,1,3,5,0.6,0.0,0.3421,0.7,0.48871429,2.0461853,0,0,1,0,1,0,0,0,0,1,2005,2005,2005.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Al-Najjar, F. O., E. K. Al-Karablieh, & A. Salman (2011): ""Residential water demand elasticity in greater Amman area."" Jordan Journal of Agricultural Sciences 7(1):pp. 93--103."
Al-Najjar et al. (2011),Other,47,2,2,0.5,2011,1,3,5,0.6,0.0,0.2243,4.55,0.0492967,20.285332,0,0,1,0,1,0,0,0,0,1,2005,2005,2005.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Al-Najjar, F. O., E. K. Al-Karablieh, & A. Salman (2011): ""Residential water demand elasticity in greater Amman area."" Jordan Journal of Agricultural Sciences 7(1):pp. 93--103."
Younes & Matoussi (2011),Other,48,1,16,0.0625,2011,0,1,5,0.2,0.0,0.22,2.54,0.08661417,11.545455,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,2,16,0.0625,2011,0,1,5,0.2,0.0,0.08,2.02,0.03960396,25.25,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,3,16,0.0625,2011,0,1,5,0.2,0.0,0.12,0.126,0.95238095,1.05,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,4,16,0.0625,2011,0,1,5,0.2,0.0,0.26,2.52,0.1031746,9.6923077,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,5,16,0.0625,2011,0,1,5,0.2,0.0,0.004,0.04,0.1,10.0,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,6,16,0.0625,2011,0,1,5,0.2,0.0,0.01,0.37,0.02702703,37.0,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,7,16,0.0625,2011,0,1,5,0.2,0.0,0.12,3.57,0.03361344,29.75,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,8,16,0.0625,2011,0,1,5,0.2,0.0,0.06,3.46,0.01734104,57.666667,1,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,9,16,0.0625,2011,0,1,5,0.2,0.0,0.7,1.5,0.46666667,2.1428571,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,10,16,0.0625,2011,0,1,5,0.2,0.0,0.001,0.03,0.03333333,30.0,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,11,16,0.0625,2011,0,1,5,0.2,0.0,0.27,0.48,0.5625,1.7777778,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,12,16,0.0625,2011,0,1,5,0.2,0.0,0.1,0.1,1.0,1.0,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,13,16,0.0625,2011,0,1,5,0.2,0.0,0.02,0.01,2.0,0.5,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,14,16,0.0625,2011,0,1,5,0.2,0.0,0.1,0.2,0.5,2.0,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,15,16,0.0625,2011,0,1,5,0.2,0.0,0.2,0.96,0.20833333,4.8,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Younes & Matoussi (2011),Other,48,16,16,0.0625,2011,0,1,5,0.2,0.0,0.08,2.1,0.03809524,26.25,0,1,0,0,0,0,0,1,0,0,1980,2007,1993.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Younes, B. Z. & M. S. Matoussi (2011): ""Residential Water Demand: A Panel Cointegration Approach and Application to Tunisia."" Working Paper 656, The Economic Research Forum (ERF)."
Horn (2011),Other,49,1,2,0.5,2011,1,0,5,0.0,0.026,0.59,4.0136054,0.147,6.8027211,1,0,0,1,0,0,0,1,0,0,2009,2009,2009.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Horn, T. (2011): ""Welfare Effects of Access to Water Service in Cambodia."" Economics Bulletin 31(3): pp. 2075--2089."
Horn (2011),Other,49,2,2,0.5,2011,1,0,5,0.0,0.026,0.65,4.4827586,0.145,6.8965517,1,0,0,1,0,0,0,1,0,0,2009,2009,2009.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Horn, T. (2011): ""Welfare Effects of Access to Water Service in Cambodia."" Economics Bulletin 31(3): pp. 2075--2089."
Dharmaratna & Parasnis (2011),Other,50,1,6,0.16666666666666666,2011,1,3,5,0.6,0.0,-0.0581,-1.75,0.0332,30.120482,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Dharmaratna & Parasnis (2011),Other,50,2,6,0.16666666666666666,2011,1,3,5,0.6,0.0,-0.0253,-0.60381862,0.0419,23.866348,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Dharmaratna & Parasnis (2011),Other,50,3,6,0.16666666666666666,2011,1,3,5,0.6,0.0,0.1251,5.5848214,0.0224,44.642857,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Dharmaratna & Parasnis (2011),Other,50,4,6,0.16666666666666666,2011,1,3,5,0.6,0.0,0.0426,2.057971,0.0207,48.309179,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Dharmaratna & Parasnis (2011),Other,50,5,6,0.16666666666666666,2011,1,3,5,0.6,0.0,0.0438,2.1365854,0.0205,48.780488,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Dharmaratna & Parasnis (2011),Other,50,6,6,0.16666666666666666,2011,1,3,5,0.6,0.0,0.0324,1.8100559,0.0179,55.865922,0,0,1,0,1,0,0,1,0,0,2001,2005,2003.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,"Dharmaratna, D. & J. Parasnis (2011): ""Price responsiveness of residential, industrial and commercial water demand in Sri Lanka."" The Asia Pacific Journal of Economics & Business 15(2): p. 17."
Miyawaki et al. (2011),Other,51,1,3,0.3333333333333333,2011,1,10,5,2.0,0.076,0.17,2.1518987,0.079,12.658228,0,1,0,0,0,1,0,1,0,0,2006,2007,2006.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"Miyawaki, K., Y. Omori, & A. Hibiki (2011): ""Panel Data Analysis of Japanese Residential Water Demand Using a Discrete/Continuous Choice Approach."" Japanese Economic Review 62(3): pp. 365--386."
Miyawaki et al. (2011),Other,51,2,3,0.3333333333333333,2011,1,10,5,2.0,0.076,0.2,13.333333,0.015,66.666667,0,1,0,0,0,1,0,1,0,0,2006,2007,2006.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"Miyawaki, K., Y. Omori, & A. Hibiki (2011): ""Panel Data Analysis of Japanese Residential Water Demand Using a Discrete/Continuous Choice Approach."" Japanese Economic Review 62(3): pp. 365--386."
Miyawaki et al. (2011),Other,51,3,3,0.3333333333333333,2011,1,10,5,2.0,0.076,0.24,2.7586207,0.087,11.494253,0,1,0,0,0,0,0,1,0,0,2006,2007,2006.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"Miyawaki, K., Y. Omori, & A. Hibiki (2011): ""Panel Data Analysis of Japanese Residential Water Demand Using a Discrete/Continuous Choice Approach."" Japanese Economic Review 62(3): pp. 365--386."
Monteiro & Roseta-Palma (2011),Europe,52,1,1,1.0,2011,1,15,5,3.0,0.007,0.087,3.48,0.025,40.0,0,0,1,0,1,0,0,1,0,0,1998,2005,2001.5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Monteiro, H. & C. Roseta-Palma (2011): ""Pricing for scarcity? An effciency analysis of increasing block tariffs."" Water Resources Research 47(6)."
Tabieh et al. (2012),Other,53,1,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.0518,2.09,0.02478469,40.34749,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Tabieh et al. (2012),Other,53,2,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.029,2.75,0.01054546,94.827586,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Tabieh et al. (2012),Other,53,3,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.044,1.9,0.0231579,43.181818,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Tabieh et al. (2012),Other,53,4,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.02,2.32,0.00862069,116.0,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Tabieh et al. (2012),Other,53,5,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.053,2.79,0.01899642,52.641509,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Tabieh et al. (2012),Other,53,6,6,0.16666666666666666,2012,1,2,4,0.5,0.0,0.255,2.43,0.10493827,9.5294118,0,0,1,0,1,0,0,0,0,1,2002,2002,2002.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Tabieh, M., A. Salman, E. Al-Karablieh, H. Al-Qudah, & H. Al-Khatib (2012): ""The residential water demand function in Amman-Zarka basin in Jordan."" Wulfenia Journal 19(11): pp. 324--333."
Binet et al. (2012),Europe,54,1,1,1.0,2012,0,1,4,0.25,0.0,0.29,0.82,0.35365854,2.8275862,0,0,0,1,0,0,0,1,0,0,2004,2004,2004.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,"Binet, M.-E., F. Carlevaro, & M. Paul (2012): ""Estimation of Residential Water Demand with Imprecise Price Perception."" Economics Working Paper 201233, Center for Research in Economics and Management (CREM), University of Rennes 1, University of Caen and CNRS."
Fenrick & Getachew (2012),US,55,1,2,0.5,2012,1,4,4,1.0,0.043,0.271,6.775,0.04,25.0,0,0,1,0,0,0,1,0,0,0,1997,2006,2001.5,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,"Fenrick, S. A. & L. Getachew (2012): ""Estimation of the effects of price and billing frequency on household water demand using a panel of Wisconsin municipalities."" Applied Economics Letters 19(14): pp. 1373--1380."
